Ticker,Per,Date,Time,Open,High,Low,Close,Vol
US2.AAPL,1,20170301,09:31:00,137.8900000,138.0000000,137.8800000,137.9500000,12370
US2.AAPL,1,20170301,09:32:00,137.9500000,137.9800000,137.8800000,137.9600000,8738
US2.AAPL,1,20170301,09:33:00,137.9600000,137.9600000,137.7200000,137.8100000,5005
US2.AAPL,1,20170301,09:34:00,137.8400000,137.9700000,137.8300000,137.8700000,7138
US2.AAPL,1,20170301,09:35:00,137.8800000,137.8800000,137.7900000,137.8300000,9587
US2.AAPL,1,20170301,09:36:00,137.8200000,137.8300000,137.6100000,137.6100000,11351
US2.AAPL,1,20170301,09:37:00,137.6200000,137.8100000,137.6200000,137.8100000,20833
US2.AAPL,1,20170301,09:38:00,137.8150000,137.8300000,137.7000000,137.7900000,9387
US2.AAPL,1,20170301,09:39:00,137.7700000,137.8000000,137.7400000,137.7400000,6230
US2.AAPL,1,20170301,09:40:00,137.7500000,137.8000000,137.7300000,137.7800000,7921
US2.AAPL,1,20170301,09:41:00,137.7700000,137.7700000,137.6800000,137.6800000,6977
US2.AAPL,1,20170301,09:42:00,137.7000000,137.7600000,137.7000000,137.7300000,5059
US2.AAPL,1,20170301,09:43:00,137.7400000,137.9000000,137.7400000,137.9000000,7739
US2.AAPL,1,20170301,09:44:00,137.8900000,137.8900000,137.8450000,137.8500000,3516
US2.AAPL,1,20170301,09:45:00,137.8500000,137.9700000,137.8500000,137.9400000,13831
US2.AAPL,1,20170301,09:46:00,137.9400000,137.9600000,137.9200000,137.9550000,7243
US2.AAPL,1,20170301,09:47:00,137.9700000,138.0000000,137.8600000,137.8800000,13691
US2.AAPL,1,20170301,09:48:00,137.8900000,138.0600000,137.8900000,138.0400000,13113
US2.AAPL,1,20170301,09:49:00,138.0450000,138.2200000,138.0200000,138.2200000,13578
US2.AAPL,1,20170301,09:50:00,138.2150000,138.2500000,138.1950000,138.1950000,5475
US2.AAPL,1,20170301,09:51:00,138.1950000,138.3000000,138.1850000,138.2600000,26363
US2.AAPL,1,20170301,09:52:00,138.2400000,138.2400000,138.1200000,138.1400000,7317
US2.AAPL,1,20170301,09:53:00,138.1400000,138.1400000,138.0600000,138.0900000,7298
US2.AAPL,1,20170301,09:54:00,138.0500000,138.1000000,138.0300000,138.0900000,9986
US2.AAPL,1,20170301,09:55:00,138.1000000,138.1600000,138.0900000,138.1000000,7235
US2.AAPL,1,20170301,09:56:00,138.1100000,138.1400000,138.0800000,138.1400000,4915
US2.AAPL,1,20170301,09:57:00,138.1400000,138.1850000,138.1200000,138.1200000,7088
US2.AAPL,1,20170301,09:58:00,138.1500000,138.1800000,138.1300000,138.1500000,7037
US2.AAPL,1,20170301,09:59:00,138.1500000,138.1600000,138.1200000,138.1300000,2700
US2.AAPL,1,20170301,10:00:00,138.1200000,138.1500000,138.1100000,138.1400000,4442
US2.AAPL,1,20170301,10:01:00,138.1700000,138.2100000,138.1400000,138.1900000,6484
US2.AAPL,1,20170301,10:02:00,138.2000000,138.3500000,138.1700000,138.3200000,9367
US2.AAPL,1,20170301,10:03:00,138.3200000,138.4300000,138.3100000,138.4000000,11318
US2.AAPL,1,20170301,10:04:00,138.4100000,138.4100000,138.3400000,138.3800000,3867
US2.AAPL,1,20170301,10:05:00,138.3800000,138.4000000,138.3500000,138.3900000,3978
US2.AAPL,1,20170301,10:06:00,138.3900000,138.4300000,138.3800000,138.3800000,5264
US2.AAPL,1,20170301,10:07:00,138.3900000,138.4700000,138.3800000,138.4700000,6881
US2.AAPL,1,20170301,10:08:00,138.4700000,138.5000000,138.4700000,138.4900000,3750
US2.AAPL,1,20170301,10:09:00,138.4850000,138.4900000,138.3700000,138.3700000,6400
US2.AAPL,1,20170301,10:10:00,138.3400000,138.4100000,138.3300000,138.4100000,3969
US2.AAPL,1,20170301,10:11:00,138.4200000,138.4400000,138.4200000,138.4200000,3571
US2.AAPL,1,20170301,10:12:00,138.4300000,138.4300000,138.3600000,138.4200000,6883
US2.AAPL,1,20170301,10:13:00,138.4300000,138.4500000,138.4300000,138.4500000,2136
US2.AAPL,1,20170301,10:14:00,138.4400000,138.4400000,138.4200000,138.4200000,9394
US2.AAPL,1,20170301,10:15:00,138.4200000,138.4500000,138.3900000,138.4100000,10630
US2.AAPL,1,20170301,10:16:00,138.4000000,138.4100000,138.3600000,138.4000000,12728
US2.AAPL,1,20170301,10:17:00,138.3900000,138.4100000,138.3600000,138.3700000,3705
US2.AAPL,1,20170301,10:18:00,138.3600000,138.3700000,138.3600000,138.3650000,700
US2.AAPL,1,20170301,10:19:00,138.3600000,138.3600000,138.3250000,138.3300000,4246
US2.AAPL,1,20170301,10:20:00,138.3250000,138.3250000,138.2800000,138.3100000,6649
US2.AAPL,1,20170301,10:21:00,138.3150000,138.4200000,138.3000000,138.4100000,5918
US2.AAPL,1,20170301,10:22:00,138.4100000,138.4400000,138.4100000,138.4400000,2215
US2.AAPL,1,20170301,10:23:00,138.4250000,138.4800000,138.3950000,138.4800000,4339
US2.AAPL,1,20170301,10:24:00,138.4750000,138.4900000,138.4750000,138.4900000,2173
US2.AAPL,1,20170301,10:25:00,138.4900000,138.5000000,138.4400000,138.4600000,7374
US2.AAPL,1,20170301,10:26:00,138.4600000,138.4700000,138.4200000,138.4400000,6962
US2.AAPL,1,20170301,10:27:00,138.4400000,138.4600000,138.4400000,138.4600000,3801
US2.AAPL,1,20170301,10:28:00,138.4600000,138.4700000,138.4550000,138.4650000,1831
US2.AAPL,1,20170301,10:29:00,138.4700000,138.5200000,138.4700000,138.4900000,21138
US2.AAPL,1,20170301,10:30:00,138.4900000,138.5600000,138.4900000,138.5400000,7742
US2.AAPL,1,20170301,10:31:00,138.5400000,138.5400000,138.4800000,138.4950000,4246
US2.AAPL,1,20170301,10:32:00,138.5100000,138.5800000,138.5100000,138.5800000,3616
US2.AAPL,1,20170301,10:33:00,138.5750000,138.5800000,138.5750000,138.5800000,1935
US2.AAPL,1,20170301,10:34:00,138.5900000,138.6000000,138.5600000,138.5600000,6301
US2.AAPL,1,20170301,10:35:00,138.5550000,138.5550000,138.4400000,138.4400000,10415
US2.AAPL,1,20170301,10:36:00,138.4600000,138.4850000,138.4600000,138.4600000,6200
US2.AAPL,1,20170301,10:37:00,138.4600000,138.4700000,138.4400000,138.4400000,4236
US2.AAPL,1,20170301,10:38:00,138.4400000,138.5300000,138.4350000,138.5300000,3374
US2.AAPL,1,20170301,10:39:00,138.5400000,138.5400000,138.4750000,138.4750000,2811
US2.AAPL,1,20170301,10:40:00,138.4800000,138.4800000,138.4450000,138.4600000,3432
US2.AAPL,1,20170301,10:41:00,138.4700000,138.4900000,138.4700000,138.4700000,3736
US2.AAPL,1,20170301,10:42:00,138.4700000,138.5650000,138.4700000,138.5600000,9127
US2.AAPL,1,20170301,10:43:00,138.5700000,138.5800000,138.5700000,138.5750000,3067
US2.AAPL,1,20170301,10:44:00,138.5750000,138.5750000,138.5450000,138.5700000,3384
US2.AAPL,1,20170301,10:45:00,138.5700000,138.6900000,138.5700000,138.6400000,11527
US2.AAPL,1,20170301,10:46:00,138.6400000,138.7100000,138.6400000,138.7100000,8009
US2.AAPL,1,20170301,10:47:00,138.7000000,138.7500000,138.6850000,138.7500000,5353
US2.AAPL,1,20170301,10:48:00,138.7500000,138.7500000,138.7200000,138.7350000,2047
US2.AAPL,1,20170301,10:49:00,138.7450000,138.7800000,138.7450000,138.7650000,4239
US2.AAPL,1,20170301,10:50:00,138.7700000,138.7800000,138.7300000,138.7700000,5413
US2.AAPL,1,20170301,10:51:00,138.7700000,138.8000000,138.7600000,138.7600000,5812
US2.AAPL,1,20170301,10:52:00,138.7700000,138.8400000,138.7700000,138.8400000,3620
US2.AAPL,1,20170301,10:53:00,138.8500000,138.8500000,138.8300000,138.8400000,5788
US2.AAPL,1,20170301,10:54:00,138.8300000,138.8800000,138.8000000,138.8800000,4325
US2.AAPL,1,20170301,10:55:00,138.8800000,138.9200000,138.8600000,138.8700000,5500
US2.AAPL,1,20170301,10:56:00,138.8650000,138.9900000,138.8650000,138.9900000,12009
US2.AAPL,1,20170301,10:57:00,138.9700000,139.0100000,138.9300000,138.9300000,8300
US2.AAPL,1,20170301,10:58:00,138.9300000,138.9300000,138.8800000,138.8900000,3023
US2.AAPL,1,20170301,10:59:00,138.8700000,138.8900000,138.8300000,138.8900000,4164
US2.AAPL,1,20170301,11:00:00,138.8900000,138.9500000,138.8800000,138.9300000,7018
US2.AAPL,1,20170301,11:01:00,138.9000000,138.9500000,138.8800000,138.8900000,2567
US2.AAPL,1,20170301,11:02:00,138.8900000,138.9900000,138.8800000,138.9500000,6329
US2.AAPL,1,20170301,11:03:00,138.9600000,139.0150000,138.9600000,139.0100000,6029
US2.AAPL,1,20170301,11:04:00,139.0200000,139.0400000,139.0100000,139.0300000,4300
US2.AAPL,1,20170301,11:05:00,139.0400000,139.0500000,138.9800000,139.0500000,4300
US2.AAPL,1,20170301,11:06:00,139.0600000,139.1500000,139.0600000,139.1400000,8221
US2.AAPL,1,20170301,11:07:00,139.1350000,139.2100000,139.1200000,139.2100000,6892
US2.AAPL,1,20170301,11:08:00,139.1900000,139.2600000,139.1700000,139.2600000,7001
US2.AAPL,1,20170301,11:09:00,139.2650000,139.3600000,139.2600000,139.2800000,9650
US2.AAPL,1,20170301,11:10:00,139.2700000,139.3000000,139.2600000,139.3000000,5858
US2.AAPL,1,20170301,11:11:00,139.3200000,139.3500000,139.3200000,139.3300000,5900
US2.AAPL,1,20170301,11:12:00,139.3200000,139.3900000,139.3200000,139.3400000,14613
US2.AAPL,1,20170301,11:13:00,139.3300000,139.3300000,139.2800000,139.2800000,3800
US2.AAPL,1,20170301,11:14:00,139.2900000,139.2900000,139.2100000,139.2300000,3899
US2.AAPL,1,20170301,11:15:00,139.2400000,139.2500000,139.2200000,139.2400000,3701
US2.AAPL,1,20170301,11:16:00,139.2400000,139.2400000,139.2200000,139.2300000,2408
US2.AAPL,1,20170301,11:17:00,139.2500000,139.3100000,139.2500000,139.3000000,7100
US2.AAPL,1,20170301,11:18:00,139.3000000,139.3700000,139.2950000,139.3300000,6503
US2.AAPL,1,20170301,11:19:00,139.3300000,139.4400000,139.3100000,139.4150000,53818
US2.AAPL,1,20170301,11:20:00,139.4200000,139.4300000,139.3700000,139.4200000,10349
US2.AAPL,1,20170301,11:21:00,139.4200000,139.4200000,139.3700000,139.4200000,5100
US2.AAPL,1,20170301,11:22:00,139.4200000,139.4300000,139.3900000,139.4300000,4083
US2.AAPL,1,20170301,11:23:00,139.4300000,139.4400000,139.4100000,139.4100000,2700
US2.AAPL,1,20170301,11:24:00,139.4000000,139.4400000,139.3950000,139.4200000,5118
US2.AAPL,1,20170301,11:25:00,139.4300000,139.5500000,139.4300000,139.5500000,13933
US2.AAPL,1,20170301,11:26:00,139.5600000,139.6400000,139.5600000,139.6300000,7648
US2.AAPL,1,20170301,11:27:00,139.6400000,139.6600000,139.6100000,139.6200000,4237
US2.AAPL,1,20170301,11:28:00,139.6100000,139.6300000,139.6100000,139.6100000,3499
US2.AAPL,1,20170301,11:29:00,139.6100000,139.6400000,139.6000000,139.6400000,2845
US2.AAPL,1,20170301,11:30:00,139.6600000,139.7000000,139.6500000,139.6700000,5293
US2.AAPL,1,20170301,11:31:00,139.6800000,139.7300000,139.6700000,139.6800000,4923
US2.AAPL,1,20170301,11:32:00,139.6900000,139.7300000,139.6800000,139.7200000,3650
US2.AAPL,1,20170301,11:33:00,139.7300000,139.7400000,139.7100000,139.7300000,4449
US2.AAPL,1,20170301,11:34:00,139.7350000,139.7400000,139.6900000,139.7300000,8006
US2.AAPL,1,20170301,11:35:00,139.7300000,139.7300000,139.7100000,139.7100000,3100
US2.AAPL,1,20170301,11:36:00,139.7200000,139.7300000,139.6500000,139.6800000,4801
US2.AAPL,1,20170301,11:37:00,139.6700000,139.6800000,139.6400000,139.6600000,3521
US2.AAPL,1,20170301,11:38:00,139.6700000,139.6700000,139.5550000,139.6000000,7410
US2.AAPL,1,20170301,11:39:00,139.5900000,139.6400000,139.5900000,139.6000000,5900
US2.AAPL,1,20170301,11:40:00,139.6000000,139.6200000,139.5700000,139.6100000,3484
US2.AAPL,1,20170301,11:41:00,139.6000000,139.6100000,139.5700000,139.6100000,3700
US2.AAPL,1,20170301,11:42:00,139.6100000,139.6100000,139.5400000,139.5600000,5386
US2.AAPL,1,20170301,11:43:00,139.5700000,139.5750000,139.5400000,139.5500000,5289
US2.AAPL,1,20170301,11:44:00,139.5500000,139.5700000,139.5300000,139.5700000,3925
US2.AAPL,1,20170301,11:45:00,139.5700000,139.5800000,139.5600000,139.5600000,3488
US2.AAPL,1,20170301,11:46:00,139.5600000,139.5600000,139.5300000,139.5600000,3100
US2.AAPL,1,20170301,11:47:00,139.5600000,139.5600000,139.5250000,139.5400000,2725
US2.AAPL,1,20170301,11:48:00,139.5500000,139.5600000,139.5300000,139.5300000,2400
US2.AAPL,1,20170301,11:49:00,139.5300000,139.5600000,139.5300000,139.5600000,3900
US2.AAPL,1,20170301,11:50:00,139.5700000,139.6200000,139.5700000,139.5900000,4131
US2.AAPL,1,20170301,11:51:00,139.5900000,139.6300000,139.5900000,139.6200000,3101
US2.AAPL,1,20170301,11:52:00,139.6200000,139.6300000,139.6000000,139.6300000,1600
US2.AAPL,1,20170301,11:53:00,139.6300000,139.6300000,139.6300000,139.6300000,300
US2.AAPL,1,20170301,11:54:00,139.6300000,139.6900000,139.6300000,139.6500000,5100
US2.AAPL,1,20170301,11:55:00,139.6400000,139.6600000,139.6400000,139.6500000,3700
US2.AAPL,1,20170301,11:56:00,139.6500000,139.6700000,139.6400000,139.6600000,3807
US2.AAPL,1,20170301,11:57:00,139.6700000,139.6800000,139.6600000,139.6800000,2396
US2.AAPL,1,20170301,11:58:00,139.6900000,139.6900000,139.6700000,139.6700000,4100
US2.AAPL,1,20170301,11:59:00,139.6900000,139.7100000,139.6900000,139.7000000,2347
US2.AAPL,1,20170301,12:00:00,139.6900000,139.7000000,139.6700000,139.6700000,1990
US2.AAPL,1,20170301,12:01:00,139.6800000,139.6800000,139.6700000,139.6700000,4501
US2.AAPL,1,20170301,12:02:00,139.6600000,139.7000000,139.6600000,139.7000000,2500
US2.AAPL,1,20170301,12:03:00,139.7000000,139.7400000,139.7000000,139.7400000,3280
US2.AAPL,1,20170301,12:04:00,139.7500000,139.7500000,139.7350000,139.7500000,2929
US2.AAPL,1,20170301,12:05:00,139.7500000,139.8900000,139.7500000,139.8700000,9372
US2.AAPL,1,20170301,12:06:00,139.8800000,139.9300000,139.8800000,139.9200000,5888
US2.AAPL,1,20170301,12:07:00,139.9200000,139.9200000,139.8700000,139.8800000,6286
US2.AAPL,1,20170301,12:08:00,139.8800000,139.8850000,139.8300000,139.8300000,3613
US2.AAPL,1,20170301,12:09:00,139.8400000,139.9300000,139.8400000,139.9200000,4172
US2.AAPL,1,20170301,12:10:00,139.9100000,139.9500000,139.8800000,139.8800000,4647
US2.AAPL,1,20170301,12:11:00,139.8800000,139.9400000,139.8800000,139.9200000,3291
US2.AAPL,1,20170301,12:12:00,139.9300000,139.9650000,139.9300000,139.9650000,3713
US2.AAPL,1,20170301,12:13:00,139.9700000,139.9900000,139.9500000,139.9700000,5853
US2.AAPL,1,20170301,12:14:00,139.9600000,139.9600000,139.9400000,139.9400000,2946
US2.AAPL,1,20170301,12:15:00,139.9300000,139.9600000,139.9200000,139.9600000,3669
US2.AAPL,1,20170301,12:16:00,139.9600000,139.9800000,139.9500000,139.9700000,3065
US2.AAPL,1,20170301,12:17:00,139.9700000,139.9700000,139.8800000,139.8900000,6293
US2.AAPL,1,20170301,12:18:00,139.8900000,139.9300000,139.8800000,139.9000000,4198
US2.AAPL,1,20170301,12:19:00,139.9000000,139.9100000,139.8400000,139.8500000,5103
US2.AAPL,1,20170301,12:20:00,139.8500000,139.8600000,139.8300000,139.8500000,4859
US2.AAPL,1,20170301,12:21:00,139.8600000,139.8600000,139.7900000,139.8000000,3213
US2.AAPL,1,20170301,12:22:00,139.8100000,139.8100000,139.7800000,139.8000000,4200
US2.AAPL,1,20170301,12:23:00,139.8000000,139.8100000,139.7300000,139.7400000,4176
US2.AAPL,1,20170301,12:24:00,139.7500000,139.8500000,139.7500000,139.8500000,8374
US2.AAPL,1,20170301,12:25:00,139.8500000,139.8500000,139.8300000,139.8500000,3974
US2.AAPL,1,20170301,12:26:00,139.8700000,139.9100000,139.8600000,139.9000000,3146
US2.AAPL,1,20170301,12:27:00,139.8900000,139.8900000,139.8400000,139.8600000,2310
US2.AAPL,1,20170301,12:28:00,139.8400000,139.8400000,139.7900000,139.8050000,2400
US2.AAPL,1,20170301,12:29:00,139.8000000,139.8100000,139.7650000,139.8000000,2300
US2.AAPL,1,20170301,12:30:00,139.8100000,139.8100000,139.7800000,139.7900000,900
US2.AAPL,1,20170301,12:31:00,139.7800000,139.8200000,139.7750000,139.8100000,6318
US2.AAPL,1,20170301,12:32:00,139.8100000,139.8300000,139.8100000,139.8300000,1025
US2.AAPL,1,20170301,12:33:00,139.8400000,139.8700000,139.8300000,139.8550000,4509
US2.AAPL,1,20170301,12:34:00,139.8550000,139.8550000,139.8150000,139.8200000,2834
US2.AAPL,1,20170301,12:35:00,139.8200000,139.8300000,139.7900000,139.7900000,3378
US2.AAPL,1,20170301,12:36:00,139.7900000,139.8000000,139.7900000,139.8000000,1271
US2.AAPL,1,20170301,12:37:00,139.8000000,139.8000000,139.7800000,139.7900000,2400
US2.AAPL,1,20170301,12:38:00,139.7900000,139.8400000,139.7900000,139.8400000,3144
US2.AAPL,1,20170301,12:39:00,139.8400000,139.8700000,139.8400000,139.8600000,2300
US2.AAPL,1,20170301,12:40:00,139.8650000,139.8650000,139.8400000,139.8400000,3013
US2.AAPL,1,20170301,12:41:00,139.8400000,139.8500000,139.8300000,139.8300000,2084
US2.AAPL,1,20170301,12:42:00,139.8400000,139.8500000,139.8400000,139.8500000,1067
US2.AAPL,1,20170301,12:43:00,139.8500000,139.9000000,139.8300000,139.8700000,5228
US2.AAPL,1,20170301,12:44:00,139.8600000,139.9050000,139.8600000,139.8950000,2300
